"","Site","Depth","Temp","Sal","Oxy","Fluor"
"492","SPOT",492,6.6783,34.2832,24.5278212,0
"493","SPOT",493,6.6768,34.2829,24.6126771,NA
"494","SPOT",494,6.6738,34.2834,24.6707364,0
"495","SPOT",495,6.6687,34.2835,23.9963553,0
"496","SPOT",496,6.6643,34.2835,24.5099568,0
"497","SPOT",497,6.6598,34.2838,24.4831602,0
"498","SPOT",498,6.6584,34.2842,23.9650926,0
"499","SPOT",499,6.6522,34.2836,23.7819825,0
"500","SPOT",500,6.6438,34.2846,24.072279,NA
"501","SPOT",501,6.6406,34.2849,23.7462537,0
"502","SPOT",502,6.6382,34.2853,23.714991,NA
"503","SPOT",503,6.6365,34.2854,23.4202284,0
"504","SPOT",504,6.6292,34.2849,23.7283893,0
"505","SPOT",505,6.6145,34.2857,23.2281861,NA
"506","SPOT",506,6.5917,34.2853,23.1522624,0
"507","SPOT",507,6.5752,34.2864,23.268381,0
"508","SPOT",508,6.5655,34.2873,23.1209997,0
"509","SPOT",509,6.5612,34.2877,23.0808048,0
"510","SPOT",510,6.5593,34.2877,22.7726439,NA
"511","SPOT",511,6.5581,34.2878,23.0093472,0
"512","SPOT",512,6.5532,34.2879,22.5806016,NA
"513","SPOT",513,6.5475,34.2885,22.553805,0
"514","SPOT",514,6.544,34.289,22.6386609,0
"515","SPOT",515,6.5414,34.2889,22.5716694,0
"516","SPOT",516,6.5367,34.2893,22.3215678,0
"517","SPOT",517,6.5298,34.2894,22.8396354,0
"518","SPOT",518,6.5247,34.2896,22.2679746,0
"519","SPOT",519,6.5176,34.2904,22.0893306,0
"520","SPOT",520,6.5066,34.2898,22.3662288,0
"521","SPOT",521,6.4942,34.2916,21.9106866,0
"522","SPOT",522,6.4906,34.2921,21.7231104,0
"523","SPOT",523,6.4832,34.2924,21.4551444,0
"524","SPOT",524,6.4735,34.2936,21.5623308,NA
"525","SPOT",525,6.4645,34.2938,21.4953393,0
"526","SPOT",526,6.4511,34.2949,21.5176698,0
"527","SPOT",527,6.4093,34.2974,21.1603818,0
"528","SPOT",528,6.3782,34.3013,20.6110515,0
"529","SPOT",529,6.3766,34.3018,20.4234753,NA
"530","SPOT",530,6.3708,34.3017,20.7941616,0
"531","SPOT",531,6.3651,34.3025,20.6825091,0
"532","SPOT",532,6.3599,34.3029,20.2269669,0
"533","SPOT",533,6.3514,34.3039,20.9102802,NA
"534","SPOT",534,6.348,34.3042,20.3430855,0
"535","SPOT",535,6.3443,34.3045,19.9009416,0
"536","SPOT",536,6.3435,34.3049,19.7267637,NA
"537","SPOT",537,6.3417,34.3052,19.8160857,0
"538","SPOT",538,6.3401,34.3054,19.8920094,NA
"539","SPOT",539,6.3399,34.3055,19.4096706,0
"540","SPOT",540,6.3403,34.3055,19.472196,NA
"541","SPOT",541,6.3408,34.3056,19.3962723,0
"542","SPOT",542,6.3401,34.3054,19.65084,0
"543","SPOT",543,6.3395,34.3057,19.1640351,0
"544","SPOT",544,6.3366,34.3053,19.4230689,0
"545","SPOT",545,6.315,34.3065,19.0881114,NA
"546","SPOT",546,6.2987,34.3077,19.0970436,0
"547","SPOT",547,6.2831,34.3093,18.6013065,0
"548","SPOT",548,6.2794,34.3099,18.5745099,0
"549","SPOT",549,6.2764,34.31,18.8424759,0
"550","SPOT",550,6.2734,34.3105,18.5119845,0
"551","SPOT",551,6.2724,34.3108,18.3601371,NA
"552","SPOT",552,6.2529,34.3096,18.4047981,0
"553","SPOT",553,6.2265,34.3132,18.2618829,NA
"554","SPOT",554,6.2144,34.3144,18.0966372,0
"555","SPOT",555,6.2073,34.3149,17.6678916,0
"556","SPOT",556,6.203,34.315,18.0787728,0
"557","SPOT",557,6.196,34.3157,18.0966372,NA
"558","SPOT",558,6.1946,34.3161,17.5651713,0
"559","SPOT",559,6.1928,34.3157,17.8152729,0
"560","SPOT",560,6.1772,34.3162,17.4356544,0
"561","SPOT",561,6.1665,34.3182,17.2257477,0
"562","SPOT",562,6.1612,34.318,17.373129,0
"563","SPOT",563,6.1597,34.3185,17.149824,NA
"564","SPOT",564,6.1595,34.3187,17.3954595,0
"565","SPOT",565,6.1599,34.3187,17.3150697,0
"566","SPOT",566,6.1593,34.3187,17.0024427,0
"567","SPOT",567,6.1526,34.3184,17.0783664,0
"568","SPOT",568,6.1332,34.3196,16.9086546,0
"569","SPOT",569,6.1276,34.3207,16.747875,0
"570","SPOT",570,6.1255,34.321,16.5870954,0
"571","SPOT",571,6.1234,34.3211,16.6808835,NA
"572","SPOT",572,6.1204,34.3211,16.4397141,0
"573","SPOT",573,6.1139,34.3212,16.5915615,0
"574","SPOT",574,6.0958,34.3227,16.5424344,0
"575","SPOT",575,6.0928,34.3231,16.2655362,0
"576","SPOT",576,6.0882,34.3225,16.0824261,0
"577","SPOT",577,6.0793,34.3227,15.9171804,0
"578","SPOT",578,6.066,34.3242,16.3280616,0
"579","SPOT",579,6.0608,34.3244,15.9841719,NA
"580","SPOT",580,6.0472,34.3244,16.2342735,0
"581","SPOT",581,6.0347,34.3256,16.1940786,0
"582","SPOT",582,6.0246,34.3262,15.9216465,NA
"583","SPOT",583,6.0118,34.326,15.6983415,0
"584","SPOT",584,5.9825,34.3297,16.0199007,0
"585","SPOT",585,5.9819,34.3297,15.7921296,NA
"586","SPOT",586,5.9808,34.3298,15.5911551,0
"587","SPOT",587,5.9721,34.3297,16.2923328,0
"588","SPOT",588,5.9638,34.3305,15.8859177,NA
"589","SPOT",589,5.9611,34.3305,15.3901806,NA
"590","SPOT",590,5.9576,34.3308,15.5732907,NA
"591","SPOT",591,5.9471,34.3313,15.3857145,0
"592","SPOT",592,5.9377,34.332,15.4616382,0
"593","SPOT",593,5.93,34.333,15.0462909,0
"594","SPOT",594,5.9223,34.3338,15.0105621,0
"595","SPOT",595,5.9179,34.3342,15.8859177,0
"596","SPOT",596,5.9158,34.3342,14.9882316,0
"597","SPOT",597,5.9129,34.3345,14.7024012,0
"598","SPOT",598,5.9101,34.335,14.8408503,0
"599","SPOT",599,5.9038,34.335,15.0730875,NA
"600","SPOT",600,5.8987,34.3355,14.8051215,0
"601","SPOT",601,5.8928,34.3364,14.5505538,NA
"602","SPOT",602,5.8835,34.3375,14.6622063,0
"603","SPOT",603,5.8817,34.3377,14.246859,0
"604","SPOT",604,5.8789,34.3379,14.6979351,0
"605","SPOT",605,5.8739,34.3378,14.7202656,0
"606","SPOT",606,5.8605,34.3395,14.1709353,NA
"607","SPOT",607,5.8582,34.3404,14.1084099,0
"608","SPOT",608,5.848,34.3409,13.8985032,0
"609","SPOT",609,5.8376,34.342,13.8225795,NA
"610","SPOT",610,5.8298,34.3422,13.532283,0
"611","SPOT",611,5.8278,34.3426,13.5278169,NA
"612","SPOT",612,5.8208,34.343,13.4384949,0
"613","SPOT",613,5.8149,34.3436,13.5590796,0
"614","SPOT",614,5.8072,34.3434,13.621605,0
"615","SPOT",615,5.7941,34.3454,13.219656,NA
"616","SPOT",616,5.7858,34.3446,13.3670373,0
"617","SPOT",617,5.7703,34.346,12.9740205,0
"618","SPOT",618,5.7684,34.3472,12.8891646,NA
"619","SPOT",619,5.7489,34.3465,13.1794611,0
"620","SPOT",620,5.739,34.3485,12.9784866,0
"621","SPOT",621,5.7371,34.3487,12.7775121,0
"622","SPOT",622,5.7315,34.3488,13.0588764,0
"623","SPOT",623,5.7306,34.3494,12.9159612,0
"624","SPOT",624,5.724,34.3488,13.0231476,NA
"625","SPOT",625,5.7147,34.35,12.8802324,0
"626","SPOT",626,5.7107,34.3506,12.639063,NA
"627","SPOT",627,5.7069,34.3509,12.6167325,NA
"628","SPOT",628,5.7044,34.3509,12.6971223,0
"629","SPOT",629,5.697,34.3511,12.4514868,0
"630","SPOT",630,5.6872,34.3521,12.5676054,0
"631","SPOT",631,5.6788,34.3521,12.6926562,0
"632","SPOT",632,5.6729,34.3527,12.6479952,0
"633","SPOT",633,5.6735,34.3532,12.4827495,NA
"634","SPOT",634,5.6671,34.353,12.3934275,NA
"635","SPOT",635,5.6619,34.3537,12.281775,0
"636","SPOT",636,5.6625,34.3538,12.3175038,NA
"637","SPOT",637,5.6554,34.3541,12.5586732,0
"638","SPOT",638,5.6528,34.3544,12.5810037,NA
"639","SPOT",639,5.6513,34.3545,12.0450717,0
"640","SPOT",640,5.648,34.3547,12.3398343,0
"641","SPOT",641,5.6471,34.3548,12.2728428,0
"642","SPOT",642,5.642,34.3541,12.0406056,NA
"643","SPOT",643,5.6195,34.3549,12.9650883,NA
"644","SPOT",644,5.6024,34.3569,12.3487665,NA
"645","SPOT",645,5.6033,34.3571,12.0004107,NA
"646","SPOT",646,5.5911,34.358,12.1433259,0
"647","SPOT",647,5.5876,34.3587,12.0406056,NA
"648","SPOT",648,5.5857,34.3588,11.5493346,0
"649","SPOT",649,5.5806,34.3591,12.0048768,0
"650","SPOT",650,5.5789,34.3594,12.0093429,NA
"651","SPOT",651,5.5784,34.3594,11.9378853,0
"652","SPOT",652,5.5779,34.3596,11.8396311,NA
"653","SPOT",653,5.5701,34.3594,11.701182,0
"654","SPOT",654,5.5629,34.3602,11.5493346,NA
"655","SPOT",655,5.5579,34.3609,11.8128345,0
"656","SPOT",656,5.5574,34.3611,11.6609871,NA
"657","SPOT",657,5.5539,34.3611,11.3170974,0
"658","SPOT",658,5.5526,34.3614,11.4644787,0
"659","SPOT",659,5.5513,34.3615,11.5805973,0
"660","SPOT",660,5.5484,34.3615,11.5314702,0
"661","SPOT",661,5.546,34.362,11.3126313,NA
"662","SPOT",662,5.5447,34.3621,11.1920466,0
"663","SPOT",663,5.5432,34.362,10.7990298,NA
"664","SPOT",664,5.542,34.3622,11.254572,NA
"665","SPOT",665,5.5395,34.3622,11.2813686,0
"666","SPOT",666,5.5349,34.3622,11.16525,0
"667","SPOT",667,5.5298,34.3629,10.9687416,0
"668","SPOT",668,5.5279,34.363,11.3215635,0
"669","SPOT",669,5.5234,34.3628,10.9285467,NA
"670","SPOT",670,5.5208,34.3636,11.0848602,0
"671","SPOT",671,5.5203,34.3634,11.0803941,NA
"672","SPOT",672,5.516,34.3637,10.9732077,0
"673","SPOT",673,5.5134,34.3642,10.5935892,NA
"674","SPOT",674,5.5057,34.3643,10.6873773,0
"675","SPOT",675,5.4994,34.3648,10.3211571,0
"676","SPOT",676,5.4946,34.3655,10.3524198,0
"677","SPOT",677,5.4872,34.3657,10.2675639,0
"678","SPOT",678,5.4813,34.3663,10.2318351,NA
"679","SPOT",679,5.4777,34.3663,10.1201826,0
"680","SPOT",680,5.4721,34.3669,10.3524198,NA
"681","SPOT",681,5.4671,34.3673,10.27203,0
"682","SPOT",682,5.4659,34.3675,10.3524198,NA
"683","SPOT",683,5.4664,34.3676,10.3792164,0
"684","SPOT",684,5.4666,34.3676,10.0576572,0
"685","SPOT",685,5.4671,34.3675,10.3658181,0
"686","SPOT",686,5.467,34.3675,10.2229029,0
"687","SPOT",687,5.4666,34.3676,10.0531911,NA
"688","SPOT",688,5.4655,34.3675,9.9192081,0
"689","SPOT",689,5.4629,34.368,9.8745471,0
"690","SPOT",690,5.4586,34.3682,9.6378438,0
"691","SPOT",691,5.4553,34.3685,9.6512421,NA
"692","SPOT",692,5.4542,34.3686,9.6869709,0
"693","SPOT",693,5.4541,34.3686,9.7048353,NA
"694","SPOT",694,5.453,34.3687,9.6780387,0
"695","SPOT",695,5.4515,34.3688,9.2224965,0
"696","SPOT",696,5.4479,34.3689,9.5708523,0
"697","SPOT",697,5.4459,34.3691,9.6199794,0
"698","SPOT",698,5.4432,34.3691,9.3475473,0
"699","SPOT",699,5.4407,34.3693,9.244827,NA
"700","SPOT",700,5.4369,34.3696,9.3520134,0
"701","SPOT",701,5.4352,34.3699,9.423471,0
"702","SPOT",702,5.4348,34.3698,9.4279371,NA
"703","SPOT",703,5.4339,34.3697,9.423471,0
"704","SPOT",704,5.4335,34.37,9.4190049,0
"705","SPOT",705,5.4299,34.3702,9.4190049,NA
"706","SPOT",706,5.4294,34.3703,9.3028863,0
"707","SPOT",707,5.4289,34.3705,9.0438525,0
"708","SPOT",708,5.4281,34.3705,9.2760897,0
"709","SPOT",709,5.4278,34.3703,9.3966744,0
"710","SPOT",710,5.4255,34.3705,9.1599711,NA
"711","SPOT",711,5.4253,34.3705,8.9455983,0
"712","SPOT",712,5.4218,34.3705,9.066183,0
"713","SPOT",713,5.4184,34.3707,9.0706491,NA
"714","SPOT",714,5.4171,34.3711,9.1376406,0
"715","SPOT",715,5.4153,34.3712,9.0125898,0
"716","SPOT",716,5.4139,34.3712,9.0706491,0
"717","SPOT",717,5.4125,34.3713,9.0751152,NA
"718","SPOT",718,5.4117,34.3715,8.976861,0
"719","SPOT",719,5.4108,34.3716,8.8518102,0
"720","SPOT",720,5.4076,34.3715,8.48559,NA
"721","SPOT",721,5.4064,34.3718,8.9723949,NA
"722","SPOT",722,5.4059,34.3717,8.8786068,0
"723","SPOT",723,5.4049,34.3719,8.9277339,0
"724","SPOT",724,5.4041,34.3719,8.8964712,0
"725","SPOT",725,5.4013,34.3722,8.7178272,0
"726","SPOT",726,5.4007,34.3723,8.6865645,0
"727","SPOT",727,5.3946,34.3722,8.6910306,0
"728","SPOT",728,5.3865,34.3729,8.6329713,NA
"729","SPOT",729,5.383,34.3734,8.6999628,0
"730","SPOT",730,5.384,34.3736,8.7178272,NA
"731","SPOT",731,5.3841,34.3735,8.7178272,NA
"732","SPOT",732,5.3851,34.3737,8.217624,0
"733","SPOT",733,5.386,34.3737,7.8871326,0
"734","SPOT",734,5.3864,34.3736,8.2890816,0
"735","SPOT",735,5.3859,34.3736,8.0881071,0
"736","SPOT",736,5.3846,34.3738,8.0881071,NA
"737","SPOT",737,5.3852,34.3739,7.9317936,NA
"738","SPOT",738,5.386,34.3736,8.03898,0
"739","SPOT",739,5.3864,34.3737,7.7576157,NA
"740","SPOT",740,5.3865,34.3737,7.9451919,0
"741","SPOT",741,5.3866,34.3737,7.9585902,0
"742","SPOT",742,5.3791,34.3739,7.7486835,0
"743","SPOT",743,5.3736,34.3748,7.5119802,0
"744","SPOT",744,5.3709,34.3745,7.7754801,0
"745","SPOT",745,5.3691,34.3748,7.6861581,0
"746","SPOT",746,5.3682,34.3751,7.4628531,NA
"747","SPOT",747,5.3673,34.375,7.6057683,0
"748","SPOT",748,5.3669,34.3748,7.5879039,0
"749","SPOT",749,5.3653,34.375,7.5432429,NA
"750","SPOT",750,5.3658,34.3749,7.6013022,0
"751","SPOT",751,5.3648,34.3751,7.5745056,0
"752","SPOT",752,5.3637,34.375,7.4092599,0
"753","SPOT",753,5.3607,34.3752,7.3869294,0
"754","SPOT",754,5.3571,34.3755,7.4271243,0
"755","SPOT",755,5.3524,34.3759,7.3065396,0
"756","SPOT",756,5.3482,34.3759,7.5432429,NA
"757","SPOT",757,5.3474,34.3762,7.5611073,0
"758","SPOT",758,5.3466,34.376,8.1952935,NA
"759","SPOT",759,5.3459,34.3761,7.6638276,0
"760","SPOT",760,5.3447,34.3763,7.6102344,NA
"761","SPOT",761,5.3439,34.3765,7.6057683,0
"762","SPOT",762,5.3438,34.3765,7.2663447,0
"763","SPOT",763,5.3439,34.3766,7.3288701,NA
"764","SPOT",764,5.3425,34.3766,7.4226582,NA
"765","SPOT",765,5.3421,34.3767,7.324404,0
"766","SPOT",766,5.3422,34.3767,7.3378023,NA
"767","SPOT",767,5.3407,34.3766,7.3824633,0
"768","SPOT",768,5.3399,34.3767,7.4717853,0
"769","SPOT",769,5.3392,34.3769,7.4047938,0
"770","SPOT",770,5.3392,34.3767,7.4092599,0
"771","SPOT",771,5.3388,34.3766,7.4092599,0
"772","SPOT",772,5.3381,34.3769,7.4181921,0
"773","SPOT",773,5.3376,34.3769,7.8201411,NA
"774","SPOT",774,5.3349,34.3769,7.9719885,0
"775","SPOT",775,5.3325,34.3771,7.6682937,NA
"776","SPOT",776,5.3282,34.3767,7.9764546,0
"777","SPOT",777,5.3243,34.3774,7.6147005,0
"778","SPOT",778,5.3196,34.3775,7.6191666,0
"779","SPOT",779,5.3188,34.3778,7.681692,0
"780","SPOT",780,5.311,34.3784,7.6013022,0
"781","SPOT",781,5.3079,34.3787,7.6593615,0
"782","SPOT",782,5.3082,34.379,7.6548954,NA
"783","SPOT",783,5.3048,34.379,7.8246072,NA
"784","SPOT",784,5.3043,34.379,7.4896497,0
"785","SPOT",785,5.3044,34.3792,7.6102344,NA
"786","SPOT",786,5.3035,34.3793,7.637031,0
"787","SPOT",787,5.3034,34.3793,7.6414971,0
"788","SPOT",788,5.3028,34.3794,7.3735311,NA
"789","SPOT",789,5.3013,34.3793,7.3958616,0
"790","SPOT",790,5.2988,34.3797,7.4628531,0
"791","SPOT",791,5.2966,34.3798,7.6057683,NA
"792","SPOT",792,5.2963,34.3799,7.3020735,0
"793","SPOT",793,5.2962,34.3799,7.4762514,0
"794","SPOT",794,5.2958,34.3798,7.458387,0
"795","SPOT",795,5.2948,34.3801,7.3110057,0
"796","SPOT",796,5.2944,34.38,7.7084886,0
"797","SPOT",797,5.2935,34.38,7.4896497,0
"798","SPOT",798,5.2917,34.3803,7.0787685,0
"799","SPOT",799,5.29,34.3803,7.8246072,0
"800","SPOT",800,5.289,34.3804,7.5432429,0
"801","SPOT",801,5.2888,34.3804,7.0743024,0
"802","SPOT",802,5.2886,34.3803,7.5432429,0
"803","SPOT",803,5.2864,34.3804,7.0743024,0
"804","SPOT",804,5.285,34.3807,7.3020735,0
"805","SPOT",805,5.2822,34.3808,7.1725566,0
"806","SPOT",806,5.2814,34.3809,7.3065396,0
"807","SPOT",807,5.2815,34.3808,7.4315904,0
"808","SPOT",808,5.2811,34.3809,7.279743,0
"809","SPOT",809,5.2797,34.3809,7.2440142,0
"810","SPOT",810,5.2775,34.381,7.503048,0
"811","SPOT",811,5.2758,34.3812,7.59237,0
"812","SPOT",812,5.2755,34.3812,7.1234295,0
"813","SPOT",813,5.2706,34.3816,7.369065,0
"814","SPOT",814,5.2698,34.3816,7.1993532,0
"815","SPOT",815,5.2688,34.3818,7.2618786,0
"816","SPOT",816,5.2693,34.3818,7.2931413,0
"817","SPOT",817,5.2677,34.3819,7.2931413,0
"818","SPOT",818,5.265,34.3819,7.2931413,0
"819","SPOT",819,5.264,34.3822,7.2886752,0
"820","SPOT",820,5.2608,34.382,7.3913955,0
"821","SPOT",821,5.2598,34.3825,7.2529464,0
"822","SPOT",822,5.2606,34.3824,7.2261498,0
"823","SPOT",823,5.2597,34.3825,7.0296414,0
"824","SPOT",824,5.2575,34.3827,7.3288701,0
"825","SPOT",825,5.2575,34.3828,6.7304127,NA
"826","SPOT",826,5.258,34.3828,7.458387,0
"827","SPOT",827,5.2578,34.3828,6.7974042,NA
"828","SPOT",828,5.258,34.3828,7.0698363,0
"829","SPOT",829,5.2577,34.3827,6.9760482,NA
"830","SPOT",830,5.2577,34.3829,7.1591583,0
"831","SPOT",831,5.2575,34.3828,7.1144973,0
"832","SPOT",832,5.2574,34.3828,6.7929381,0
"833","SPOT",833,5.2568,34.3828,7.4360565,0
"834","SPOT",834,5.2555,34.3829,6.7348788,NA
"835","SPOT",835,5.255,34.383,7.0296414,NA
"836","SPOT",836,5.2503,34.3834,6.8643957,NA
"837","SPOT",837,5.2492,34.3833,6.9090567,0
"838","SPOT",838,5.2465,34.3834,6.9313872,NA
"839","SPOT",839,5.2461,34.3837,6.9313872,0
"840","SPOT",840,5.2434,34.3838,6.4981755,0
"841","SPOT",841,5.2406,34.3841,6.9358533,NA
"842","SPOT",842,5.2393,34.3841,6.6723534,0
"843","SPOT",843,5.2378,34.3844,6.475845,NA
"844","SPOT",844,5.2378,34.3843,6.7348788,0
"845","SPOT",845,5.2377,34.3844,6.7080822,NA
"846","SPOT",846,5.238,34.3844,6.5874975,0
"847","SPOT",847,5.2377,34.3843,6.8108025,NA
"848","SPOT",848,5.2371,34.3845,6.4892433,0
"849","SPOT",849,5.2362,34.3846,6.4535145,0
"850","SPOT",850,5.2356,34.3845,6.4401162,0
"851","SPOT",851,5.2353,34.3845,6.4981755,0
"852","SPOT",852,5.235,34.3846,6.609828,NA
"853","SPOT",853,5.2349,34.3846,6.475845,0
"854","SPOT",854,5.235,34.3847,6.5607009,NA
"855","SPOT",855,5.2346,34.3844,6.5473026,0
"856","SPOT",856,5.2339,34.3847,6.4177857,NA
"857","SPOT",857,5.2335,34.3848,6.565167,0
"858","SPOT",858,5.2337,34.3848,6.2793366,0
"859","SPOT",859,5.2335,34.3848,6.163218,0
"860","SPOT",860,5.2334,34.3848,6.341862,0
"861","SPOT",861,5.2329,34.3849,6.341862,0
"862","SPOT",862,5.2327,34.3848,6.3954552,0
"863","SPOT",863,5.2325,34.3847,6.3463281,NA
"864","SPOT",864,5.2319,34.3849,6.3016671,NA
"865","SPOT",865,5.2314,34.385,6.0917604,0
"866","SPOT",866,5.2288,34.385,6.5294382,NA
"867","SPOT",867,5.2282,34.3852,5.9622435,NA
"868","SPOT",868,5.228,34.3852,6.1453536,0
"869","SPOT",869,5.2277,34.3851,6.1721502,0
"870","SPOT",870,5.227,34.3853,6.0515655,0
"871","SPOT",871,5.226,34.3852,6.3597264,NA
"872","SPOT",872,5.2215,34.3855,6.1006926,0
"873","SPOT",873,5.2197,34.3859,5.6585487,NA
"874","SPOT",874,5.219,34.386,5.9577774,0
"875","SPOT",875,5.2187,34.386,6.0470994,NA
"876","SPOT",876,5.2187,34.3859,5.7791334,NA
"877","SPOT",877,5.2194,34.386,5.9041842,0
"878","SPOT",878,5.2185,34.386,5.984574,0
"879","SPOT",879,5.2193,34.3859,5.9667096,NA
"880","SPOT",880,5.217,34.3861,5.6451504,0
"881","SPOT",881,5.2173,34.3861,5.8014639,NA
"882","SPOT",882,5.2169,34.3862,5.7969978,0
"883","SPOT",883,5.2172,34.3861,5.7969978,NA
"884","SPOT",884,5.2155,34.3862,5.5558284,0
"885","SPOT",885,5.2153,34.3862,5.5602945,0
"886","ALOHAMarch",1,24.987,34.777,231.43,0.0886
"887","ALOHAMarch",3,24.913,34.779,265.22,NA
"888","ALOHAMarch",4,24.864,34.78,217.74,NA
"889","ALOHAMarch",5,24.738,34.778,215.29,NA
"890","ALOHAMarch",6,24.76,34.778,215.65,0.0966
"891","ALOHAMarch",7,24.769,34.779,215.13,0.0954
"892","ALOHAMarch",8,24.695,34.776,215.65,0.0953
"893","ALOHAMarch",9,24.556,34.775,216.41,0.1107
"894","ALOHAMarch",10,24.541,34.779,215.44,0.0966
"895","ALOHAMarch",11,24.555,34.776,216.07,0.1038
"896","ALOHAMarch",12,24.538,34.779,216.31,0.1038
"897","ALOHAMarch",13,24.532,34.785,215.51,0.0999
"898","ALOHAMarch",14,24.517,34.786,215.86,0.1075
"899","ALOHAMarch",15,24.488,34.794,216.55,0.1169
"900","ALOHAMarch",16,24.477,34.798,216.05,0.1126
"901","ALOHAMarch",17,24.479,34.797,216.92,0.1227
"902","ALOHAMarch",18,24.474,34.8,216.29,0.1169
"903","ALOHAMarch",19,24.472,34.801,216.02,0.1176
"904","ALOHAMarch",20,24.466,34.802,215.64,0.116
"905","ALOHAMarch",21,24.467,34.801,215.73,0.1151
"906","ALOHAMarch",22,24.459,34.803,215.62,0.1188
"907","ALOHAMarch",23,24.453,34.803,216.06,0.1219
"908","ALOHAMarch",24,24.451,34.803,216.04,0.1208
"909","ALOHAMarch",25,24.449,34.803,216.07,0.1221
"910","ALOHAMarch",26,24.441,34.802,216.06,0.1203
"911","ALOHAMarch",27,24.435,34.803,216.01,0.1224
"912","ALOHAMarch",28,24.43,34.803,216.16,0.1228
"913","ALOHAMarch",29,24.414,34.804,216.37,0.1227
"914","ALOHAMarch",30,24.409,34.804,216.29,0.1236
"915","ALOHAMarch",31,24.393,34.806,215.86,0.1227
"916","ALOHAMarch",32,24.396,34.805,216,0.1236
"917","ALOHAMarch",33,24.392,34.806,216.51,0.1344
"918","ALOHAMarch",34,24.382,34.808,216.23,0.1312
"919","ALOHAMarch",36,24.377,34.809,216.08,0.1344
"920","ALOHAMarch",37,24.373,34.81,216.34,0.1397
"921","ALOHAMarch",38,24.374,34.812,216.04,0.1397
"922","ALOHAMarch",39,24.374,34.813,216.31,0.1416
"923","ALOHAMarch",40,24.368,34.814,215.8,0.1499
"924","ALOHAMarch",41,24.369,34.812,216.38,0.1473
"925","ALOHAMarch",42,24.354,34.811,215.53,0.1529
"926","ALOHAMarch",43,24.345,34.81,216.09,0.152
"927","ALOHAMarch",44,24.337,34.811,216.46,0.1643
"928","ALOHAMarch",45,24.343,34.809,215.78,0.1623
"929","ALOHAMarch",46,24.338,34.81,216.06,0.1586
"930","ALOHAMarch",47,24.339,34.81,216.35,0.1611
"931","ALOHAMarch",48,24.331,34.808,216.98,0.1832
"932","ALOHAMarch",49,24.319,34.808,216,0.1851
"933","ALOHAMarch",50,24.316,34.807,216.37,0.1775
"934","ALOHAMarch",51,24.321,34.808,216.66,0.1775
"935","ALOHAMarch",52,24.308,34.806,216.54,0.1794
"936","ALOHAMarch",54,24.297,34.806,216.54,0.2009
"937","ALOHAMarch",55,24.294,34.809,216.17,0.1958
"938","ALOHAMarch",56,24.297,34.808,215.99,0.2077
"939","ALOHAMarch",58,24.287,34.813,214.67,0.2116
"940","ALOHAMarch",59,24.28,34.817,216.08,0.2173
"941","ALOHAMarch",60,24.284,34.815,215.86,0.2262
"942","ALOHAMarch",62,24.275,34.816,217.21,0.2305
"943","ALOHAMarch",63,24.262,34.819,216.92,0.2305
"944","ALOHAMarch",64,24.249,34.821,215.83,0.2423
"945","ALOHAMarch",65,24.248,34.821,216.21,0.2872
"946","ALOHAMarch",66,24.248,34.83,216.64,0.2911
"947","ALOHAMarch",67,24.254,34.833,215.8,0.2702
"948","ALOHAMarch",68,24.257,34.835,216.15,0.292
"949","ALOHAMarch",69,24.258,34.836,215.49,0.3137
"950","ALOHAMarch",70,24.257,34.836,215.1,0.3042
"951","ALOHAMarch",71,24.255,34.837,216.19,0.307
"952","ALOHAMarch",72,24.256,34.837,216.01,0.3066
"953","ALOHAMarch",74,24.256,34.837,215.93,0.327
"954","ALOHAMarch",75,24.247,34.835,215.21,0.3344
"955","ALOHAMarch",76,24.237,34.836,215.51,0.3303
"956","ALOHAMarch",77,24.242,34.836,216.32,0.3396
"957","ALOHAMarch",78,24.231,34.835,215.55,0.3685
"958","ALOHAMarch",79,24.226,34.835,215.78,0.3704
"959","ALOHAMarch",80,24.221,34.836,215.46,0.363
"960","ALOHAMarch",81,24.219,34.838,215.64,0.3603
"961","ALOHAMarch",82,24.218,34.839,215.5,0.3969
"962","ALOHAMarch",83,24.218,34.838,215.16,0.4158
"963","ALOHAMarch",84,24.218,34.841,215.85,0.3761
"964","ALOHAMarch",85,24.22,34.847,215.91,0.3667
"965","ALOHAMarch",86,24.221,34.848,215.94,0.371
"966","ALOHAMarch",87,24.221,34.849,215.54,0.4386
"967","ALOHAMarch",88,24.239,34.867,214.85,0.4234
"968","ALOHAMarch",89,24.268,34.878,214.82,0.4254
"969","ALOHAMarch",90,24.302,34.913,214.61,0.4522
"970","ALOHAMarch",91,24.313,34.918,213.81,0.5427
"971","ALOHAMarch",92,24.319,34.926,213.78,0.5738
"972","ALOHAMarch",93,24.345,34.976,213.05,0.5634
"973","ALOHAMarch",94,24.351,34.98,212.46,0.5805
"974","ALOHAMarch",95,24.351,34.983,212.77,0.5828
"975","ALOHAMarch",97,24.344,35,213.39,0.639
"976","ALOHAMarch",99,24.291,35.015,211.8,0.7052
"977","ALOHAMarch",100,24.319,35.012,212.01,0.7053
"978","ALOHAMarch",101,24.267,35.011,211.86,0.8321
"979","ALOHAMarch",102,24.232,35.021,211.9,0.8471
"980","ALOHAMarch",103,24.201,35.034,211.3,0.8528
